hit,ID,group,name,image,rows,cols,nonzeros,kind
1148,909,vanHeukelum,cage8,,1015,1015,11003,directed weighted graph
1149,240,HB,saylr3,,1000,1000,3750,computational fluid dynamics problem
1150,242,HB,sherman1,,1000,1000,3750,computational fluid dynamics problem
1151,319,Bai,olm1000,,1000,1000,3996,computational fluid dynamics problem
1152,338,Bai,tub1000,,1000,1000,3996,computational fluid dynamics problem
1153,698,LPnetlib,lp_truss,,1000,8806,27836,linear programming problem
1154,672,LPnetlib,lp_scfxm3,,990,1800,8206,linear programming problem
1155,270,HB,west0989,,989,989,3518,chemical process simulation problem
1156,659,LPnetlib,lp_pilotnov,,975,2446,13331,linear programming problem
1157,424,FIDAP,ex27,,974,974,37652,computational fluid dynamics problem
1158,333,Bai,rdb968,,968,968,5632,computational fluid dynamics problem
1159,300,Bai,cdde1,,961,961,4681,computational fluid dynamics problem sequence
1160,301,Bai,cdde2,,961,961,4681,subsequent computational fluid dynamics problem
1161,302,Bai,cdde3,,961,961,4681,subsequent computational fluid dynamics problem
1162,303,Bai,cdde4,,961,961,4681,subsequent computational fluid dynamics problem
1163,304,Bai,cdde5,,961,961,4681,subsequent computational fluid dynamics problem
1164,305,Bai,cdde6,,961,961,4681,subsequent computational fluid dynamics problem
1165,219,HB,nos3,,960,960,15844,structural problem
1166,218,HB,nos2,,957,957,4137,structural problem
1167,657,LPnetlib,lp_pilot_ja,,940,2267,14977,linear programming problem
1168,1784,Meszaros,de063157,,936,1908,5119,linear programming problem
1169,1785,Meszaros,de080285,,936,1908,5082,linear programming problem
1170,614,LPnetlib,lp_czprob,,929,3562,10708,linear programming problem
1171,1701,Meszaros,cr42,,905,1513,6614,linear programming problem
1172,2334,Fluorem,DK01R,,903,903,11766,computational fluid dynamics problem
1173,325,Bai,pde900,,900,900,4380,2D/3D problem
1174,226,HB,orsirr_2,,886,886,5970,computational fluid dynamics problem
1175,328,Bai,qh882,,882,882,3354,power network problem
1176,1783,Meszaros,de063155,,852,1848,4913,linear programming problem
1177,422,FIDAP,ex25,,848,848,24369,computational fluid dynamics problem
1178,642,LPnetlib,lp_maros,,846,1966,10137,linear programming problem
1179,280,HB,young3c,,841,841,3988,acoustics problem
1180,419,FIDAP,ex22,,839,839,22460,computational fluid dynamics problem
1181,82,HB,bp_0,,822,822,3276,optimization problem sequence
1182,83,HB,bp_1000,,822,822,4661,subsequent optimization problem
1183,84,HB,bp_1200,,822,822,4726,subsequent optimization problem
1184,85,HB,bp_1400,,822,822,4790,subsequent optimization problem
1185,86,HB,bp_1600,,822,822,4841,subsequent optimization problem
1186,87,HB,bp_200,,822,822,3802,subsequent optimization problem
1187,88,HB,bp_400,,822,822,4028,subsequent optimization problem
1188,89,HB,bp_600,,822,822,4172,subsequent optimization problem
1189,90,HB,bp_800,,822,822,4534,subsequent optimization problem
1190,594,LPnetlib,lp_25fv47,,821,1876,10705,linear programming problem
1191,41,HB,bcsstk19,,817,817,6853,structural problem
1192,69,HB,bcsstm19,,817,817,817,structural problem
1193,1636,Bai,rdb800l,,800,800,4640,computational fluid dynamics problem
1194,1327,Morandini,rotor2,,791,791,10685,structural problem
1195,294,Bai,bfwa782,,782,782,7514,electromagnetics problem
1196,297,Bai,bfwb782,,782,782,5982,electromagnetics problem
1197,686,LPnetlib,lp_ship08l,,778,4363,12882,linear programming problem
1198,687,LPnetlib,lp_ship08s,,778,2467,7194,linear programming problem
1199,1360,PARSEC,Si2,,769,769,17801,theoretical/quantum chemistry problem
1200,1786,Meszaros,gen1,,769,2561,63086,linear programming problem
1201,1789,Meszaros,gen,,769,2561,63086,linear programming problem
1202,1627,Bai,qh768,,768,768,2934,power network problem
1203,213,HB,mcfe,,765,765,24382,2D/3D problem
1204,152,HB,fs_760_1,,760,760,5739,2D/3D problem sequence
1205,153,HB,fs_760_2,,760,760,5739,subsequent 2D/3D problem
1206,154,HB,fs_760_3,,760,760,5816,subsequent 2D/3D problem
1207,223,HB,nos7,,729,729,4617,2D/3D problem
1208,357,Boeing,msc00726,,726,726,34518,structural problem
1209,658,LPnetlib,lp_pilot_we,,722,2928,9265,linear programming problem
1210,1677,Meszaros,gams60am,,714,1071,2607,linear programming problem
1211,644,LPnetlib,lp_modszk1,,687,1620,3168,linear programming problem
1212,4,HB,685_bus,,685,685,3249,power network problem
1213,2361,Rommes,M10PI_n,,682,682,1633,eigenvalue/model reduction problem
1214,2369,Rommes,S10PI_n,,682,682,1633,eigenvalue/model reduction problem
1215,149,HB,fs_680_1,,680,680,2184,2D/3D problem sequence
1216,150,HB,fs_680_2,,680,680,2424,subsequent 2D/3D problem
1217,151,HB,fs_680_3,,680,680,2471,subsequent 2D/3D problem
1218,1824,Meszaros,small,,677,1400,3207,linear programming problem sequence
1219,222,HB,nos6,,675,675,3255,2D/3D problem
1220,1714,Meszaros,iiasa,,669,3639,7317,linear programming problem
1221,216,HB,nnc666,,666,666,4032,2D/3D problem
1222,3,HB,662_bus,,662,662,2474,power network problem
1223,671,LPnetlib,lp_scfxm2,,660,1200,5469,linear programming problem
1224,1894,MathWorks,QRpivot,,660,749,3808,counter-example problem
1225,308,Bai,ck656,,656,656,3884,2D/3D problem
1226,418,FIDAP,ex21,,656,656,18964,computational fluid dynamics problem
1227,269,HB,west0655,,655,655,2808,chemical process simulation problem
1228,1733,Meszaros,nemscem,,651,1712,3840,linear programming problem
1229,604,LPnetlib,lp_bnl1,,643,1586,5532,linear programming problem
1230,625,LPnetlib,lp_fit1p,,627,1677,9868,linear programming problem
1231,653,LPnetlib,lp_perold,,625,1506,6148,linear programming problem
1232,629,LPnetlib,lp_gfrd_pnc,,616,1160,2445,linear programming problem
1233,252,HB,steam2,,600,600,5660,computational fluid dynamics problem
1234,339,Boeing,bcsstk34,,588,588,21418,structural problem
1235,344,Boeing,bcsstm34,,588,588,24270,structural problem
1236,1885,NYPA,Maragal_2,,555,350,4357,least squares problem
1237,145,HB,fs_541_1,,541,541,4282,2D/3D problem sequence
1238,146,HB,fs_541_2,,541,541,4282,subsequent 2D/3D problem
1239,147,HB,fs_541_3,,541,541,4282,subsequent 2D/3D problem
1240,148,HB,fs_541_4,,541,541,4273,subsequent 2D/3D problem
1241,234,HB,pores_3,,532,532,3474,computational fluid dynamics problem
1242,2357,Rommes,M10PI_n1,,528,528,1317,eigenvalue/model reduction problem
1243,2365,Rommes,S10PI_n1,,528,528,1317,eigenvalue/model reduction problem
1244,622,LPnetlib,lp_fffff800,,524,1028,6401,linear programming problem
1245,599,LPnetlib,lp_agg2,,516,758,4740,linear programming problem
1246,600,LPnetlib,lp_agg3,,516,758,4756,linear programming problem
1247,166,HB,gre_512,,512,512,1976,directed weighted graph
1248,310,Bai,dw256A,,512,512,2480,electromagnetics problem
1249,311,Bai,dw256B,,512,512,2500,electromagnetics problem
1250,1616,Bai,dwa512,,512,512,2480,electromagnetics problem
1251,1617,Bai,dwb512,,512,512,2500,electromagnetics problem
1252,190,HB,lns_511,,511,511,2796,computational fluid dynamics problem
1253,193,HB,lnsp_511,,511,511,2796,computational fluid dynamics problem
1254,321,Bai,olm500,,500,500,1996,computational fluid dynamics problem
1255,1328,MathWorks,tomography,,500,500,28726,computer graphics/vision problem
1256,78,HB,beacxc,,497,506,50409,economic problem
1257,79,HB,beaflw,,497,507,53403,economic problem
1258,80,HB,beause,,497,507,44551,economic problem
1259,268,HB,west0497,,497,497,1721,chemical process simulation problem
1260,623,LPnetlib,lp_finnis,,497,1064,2760,linear programming problem
1261,209,HB,mbeacxc,,496,496,49920,economic problem
1262,210,HB,mbeaflw,,496,496,49920,economic problem
1263,211,HB,mbeause,,496,496,41063,economic problem
1264,335,Bai,rw496,,496,496,1859,statistical/mathematical problem
1265,2,HB,494_bus,,494,494,1666,power network problem
1266,674,LPnetlib,lp_scrs8,,490,1275,3288,linear programming problem
1267,598,LPnetlib,lp_agg,,488,615,2862,linear programming problem
1268,42,HB,bcsstk20,,485,485,3135,structural problem
1269,70,HB,bcsstm20,,485,485,485,structural problem
1270,267,HB,west0479,,479,479,1888,chemical process simulation problem
1271,668,LPnetlib,lp_scagr25,,471,671,1725,linear programming problem
1272,221,HB,nos5,,468,468,5172,structural problem
1273,694,LPnetlib,lp_standmps,,467,1274,3878,linear programming problem
1274,1678,Meszaros,gas11,,459,862,2166,linear programming problem
1275,1634,Bai,rdb450,,450,450,2580,computational fluid dynamics problem
1276,1635,Bai,rdb450l,,450,450,2580,computational fluid dynamics problem
1277,416,FIDAP,ex2,,441,441,26839,computational fluid dynamics problem
1278,633,LPnetlib,lp_grow22,,440,946,8252,linear programming problem
1279,167,HB,hor_131,,434,434,4182,directed weighted graph
1280,1112,Sandia,oscil_dcop_01,,430,430,1544,circuit simulation problem sequence
1281,1113,Sandia,oscil_dcop_02,,430,430,1544,subsequent circuit simulation problem
1282,1114,Sandia,oscil_dcop_03,,430,430,1544,subsequent circuit simulation problem
1283,1115,Sandia,oscil_dcop_04,,430,430,1544,subsequent circuit simulation problem
1284,1116,Sandia,oscil_dcop_05,,430,430,1544,subsequent circuit simulation problem
1285,1117,Sandia,oscil_dcop_06,,430,430,1544,subsequent circuit simulation problem
1286,1118,Sandia,oscil_dcop_07,,430,430,1544,subsequent circuit simulation problem
1287,1119,Sandia,oscil_dcop_08,,430,430,1544,subsequent circuit simulation problem
1288,1120,Sandia,oscil_dcop_09,,430,430,1544,subsequent circuit simulation problem
1289,1121,Sandia,oscil_dcop_10,,430,430,1544,subsequent circuit simulation problem
1290,1122,Sandia,oscil_dcop_11,,430,430,1544,subsequent circuit simulation problem
1291,1123,Sandia,oscil_dcop_12,,430,430,1544,subsequent circuit simulation problem
1292,1124,Sandia,oscil_dcop_13,,430,430,1544,subsequent circuit simulation problem
1293,1125,Sandia,oscil_dcop_14,,430,430,1544,subsequent circuit simulation problem
1294,1126,Sandia,oscil_dcop_15,,430,430,1544,subsequent circuit simulation problem
1295,1127,Sandia,oscil_dcop_16,,430,430,1544,subsequent circuit simulation problem
1296,1128,Sandia,oscil_dcop_17,,430,430,1544,subsequent circuit simulation problem
1297,1129,Sandia,oscil_dcop_18,,430,430,1544,subsequent circuit simulation problem
1298,1130,Sandia,oscil_dcop_19,,430,430,1544,subsequent circuit simulation problem
1299,1131,Sandia,oscil_dcop_20,,430,430,1544,subsequent circuit simulation problem
1300,1132,Sandia,oscil_dcop_21,,430,430,1544,subsequent circuit simulation problem
1301,1133,Sandia,oscil_dcop_22,,430,430,1544,subsequent circuit simulation problem
1302,1134,Sandia,oscil_dcop_23,,430,430,1544,subsequent circuit simulation problem
1303,1135,Sandia,oscil_dcop_24,,430,430,1544,subsequent circuit simulation problem
1304,1136,Sandia,oscil_dcop_25,,430,430,1544,subsequent circuit simulation problem
1305,1137,Sandia,oscil_dcop_26,,430,430,1544,subsequent circuit simulation problem
1306,1138,Sandia,oscil_dcop_27,,430,430,1544,subsequent circuit simulation problem
1307,1139,Sandia,oscil_dcop_28,,430,430,1544,subsequent circuit simulation problem
1308,1140,Sandia,oscil_dcop_29,,430,430,1544,subsequent circuit simulation problem
1309,1141,Sandia,oscil_dcop_30,,430,430,1544,subsequent circuit simulation problem
1310,1142,Sandia,oscil_dcop_31,,430,430,1544,subsequent circuit simulation problem
1311,1143,Sandia,oscil_dcop_32,,430,430,1544,subsequent circuit simulation problem
1312,1144,Sandia,oscil_dcop_33,,430,430,1544,subsequent circuit simulation problem
1313,1145,Sandia,oscil_dcop_34,,430,430,1544,subsequent circuit simulation problem
1314,1146,Sandia,oscil_dcop_35,,430,430,1544,subsequent circuit simulation problem
1315,1147,Sandia,oscil_dcop_36,,430,430,1544,subsequent circuit simulation problem
1316,1148,Sandia,oscil_dcop_37,,430,430,1544,subsequent circuit simulation problem
1317,1149,Sandia,oscil_dcop_38,,430,430,1544,subsequent circuit simulation problem
1318,1150,Sandia,oscil_dcop_39,,430,430,1544,subsequent circuit simulation problem
1319,1151,Sandia,oscil_dcop_40,,430,430,1544,subsequent circuit simulation problem
1320,1152,Sandia,oscil_dcop_41,,430,430,1544,subsequent circuit simulation problem
1321,1153,Sandia,oscil_dcop_42,,430,430,1544,subsequent circuit simulation problem
1322,1154,Sandia,oscil_dcop_43,,430,430,1544,subsequent circuit simulation problem
1323,1155,Sandia,oscil_dcop_44,,430,430,1544,subsequent circuit simulation problem
1324,1156,Sandia,oscil_dcop_45,,430,430,1544,subsequent circuit simulation problem
1325,1157,Sandia,oscil_dcop_46,,430,430,1544,subsequent circuit simulation problem
1326,1158,Sandia,oscil_dcop_47,,430,430,1544,subsequent circuit simulation problem
1327,1159,Sandia,oscil_dcop_48,,430,430,1544,subsequent circuit simulation problem
1328,1160,Sandia,oscil_dcop_49,,430,430,1544,subsequent circuit simulation problem
1329,1161,Sandia,oscil_dcop_50,,430,430,1544,subsequent circuit simulation problem
1330,1162,Sandia,oscil_dcop_51,,430,430,1544,subsequent circuit simulation problem
1331,1163,Sandia,oscil_dcop_52,,430,430,1544,subsequent circuit simulation problem
1332,1164,Sandia,oscil_dcop_53,,430,430,1544,subsequent circuit simulation problem
1333,1165,Sandia,oscil_dcop_54,,430,430,1544,subsequent circuit simulation problem
1334,1166,Sandia,oscil_dcop_55,,430,430,1544,subsequent circuit simulation problem
1335,1167,Sandia,oscil_dcop_56,,430,430,1544,subsequent circuit simulation problem
1336,1168,Sandia,oscil_dcop_57,,430,430,1544,subsequent circuit simulation problem
1337,1169,Sandia,oscil_trans_01,,430,430,1614,circuit simulation problem
1338,174,HB,impcol_d,,425,425,1255,chemical process simulation problem
1339,28,HB,bcsstk06,,420,420,7860,structural problem
1340,29,HB,bcsstk07,,420,420,7860,duplicate structural problem
1341,61,HB,bcsstm06,,420,420,420,structural problem
1342,62,HB,bcsstm07,,420,420,7252,structural problem
1343,314,Bai,mhda416,,416,416,8562,electromagnetics problem
1344,315,Bai,mhdb416,,416,416,2312,electromagnetics problem
1345,929,FEMLAB,problem1,,415,415,2779,2D/3D problem
1346,655,LPnetlib,lp_pilot4,,410,1123,5264,linear programming problem
1347,726,LPnetlib,lpi_pilot4i,,410,1123,5264,linear programming problem
1348,684,LPnetlib,lp_ship04l,,402,2166,6380,linear programming problem
1349,685,LPnetlib,lp_ship04s,,402,1506,4400,linear programming problem
1350,307,Bai,ck400,,400,400,2860,2D/3D problem
1351,316,Bai,odepa400,,400,400,1201,2D/3D problem
1352,317,Bai,odepb400,,400,400,399,2D/3D problem
1353,621,LPnetlib,lp_etamacro,,400,816,2537,linear programming problem
1354,704,LPnetlib,lpi_bgetam,,400,816,2537,linear programming problem
1355,1694,Meszaros,cari,,400,1200,152800,linear programming problem
1356,292,Bai,bfwa398,,398,398,3678,electromagnetics problem
1357,295,Bai,bfwb398,,398,398,2910,electromagnetics problem
1358,677,LPnetlib,lp_scsd8,,397,2750,8584,linear programming problem
1359,673,LPnetlib,lp_scorpion,,388,466,1534,linear programming problem
1360,266,HB,west0381,,381,381,2134,chemical process simulation problem
1361,1723,Meszaros,model2,,379,1321,7607,linear programming problem
1362,926,FEMLAB,poisson2D,,367,367,2417,computational fluid dynamics problem
1363,254,HB,str_0,,363,363,2454,optimization problem sequence
1364,255,HB,str_200,,363,363,3068,subsequent optimization problem
1365,256,HB,str_400,,363,363,3157,subsequent optimization problem
1366,257,HB,str_600,,363,363,3279,subsequent optimization problem
1367,229,HB,plat362,,362,362,5786,2D/3D problem
1368,231,HB,plskz362,,362,362,1760,2D/3D problem
1369,1722,Meszaros,model1,,362,798,3028,linear programming problem
1370,693,LPnetlib,lp_standgub,,361,1383,3338,linear programming problem
1371,725,LPnetlib,lpi_pang,,361,741,2933,linear programming problem
1372,692,LPnetlib,lp_standata,,359,1274,3230,linear programming problem
1373,691,LPnetlib,lp_stair,,356,614,4003,linear programming problem
1374,1676,Meszaros,gams30am,,354,531,1287,linear programming problem
1375,1712,Meszaros,gams30a,,354,531,1287,linear programming problem
1376,703,LPnetlib,lpi_bgdbg1,,348,629,1662,linear programming problem
1377,165,HB,gre_343,,343,343,1310,directed weighted graph
1378,908,vanHeukelum,cage7,,340,340,3084,directed weighted graph
1379,1639,Bai,tols340,,340,340,2196,computational fluid dynamics problem
1380,1732,Meszaros,nemsafm,,334,2348,2826,linear programming problem
1381,699,LPnetlib,lp_tuff,,333,628,4561,linear programming problem
1382,1529,Pajek,USAir97,,332,332,4252,undirected weighted graph
1383,670,LPnetlib,lp_scfxm1,,330,600,2732,linear programming problem
1384,727,LPnetlib,lpi_qual,,323,464,1646,linear programming problem
1385,729,LPnetlib,lpi_refinery,,323,464,1626,linear programming problem
1386,730,LPnetlib,lpi_vol1,,323,464,1646,linear programming problem
1387,728,LPnetlib,lpi_reactor,,318,808,2591,linear programming problem
1388,380,DRIVCAV,cavity01,,317,317,7280,computational fluid dynamics problem sequence
1389,381,DRIVCAV,cavity02,,317,317,5923,subsequent computational fluid dynamics problem
1390,382,DRIVCAV,cavity03,,317,317,7311,subsequent computational fluid dynamics problem
1391,383,DRIVCAV,cavity04,,317,317,5923,subsequent computational fluid dynamics problem
1392,875,Pothen,mesh2e1,,306,306,2018,structural problem
1393,876,Pothen,mesh2em5,,306,306,2018,structural problem
1394,601,LPnetlib,lp_bandm,,305,472,2494,linear programming problem
1395,1189,Rajat,rajat05,,301,301,1250,circuit simulation problem
1396,632,LPnetlib,lp_grow15,,300,645,5620,linear programming problem
1397,824,TOKAMAK,utm300,,300,300,3155,electromagnetics problem
1398,877,Pothen,mesh3e1,,289,289,1377,structural problem
1399,878,Pothen,mesh3em5,,289,289,1377,structural problem
1400,709,LPnetlib,lpi_chemcom,,288,744,1590,linear programming problem
1401,608,LPnetlib,lp_capri,,271,482,1896,linear programming problem
1402,215,HB,nnc261,,261,261,1500,2D/3D problem
1403,1864,Muite,Chebyshev1,,261,261,2319,structural problem
1404,1746,Meszaros,p0291,,252,543,2283,linear programming problem
1405,701,LPnetlib,lp_wood1p,,244,2595,70216,linear programming problem
1406,1717,Meszaros,l9,,244,1483,4659,linear programming problem
1407,251,HB,steam1,,240,240,2248,computational fluid dynamics problem
1408,239,HB,saylr1,,238,238,1128,computational fluid dynamics problem
1409,217,HB,nos1,,237,237,1017,structural problem
1410,606,LPnetlib,lp_bore3d,,233,334,1448,linear programming problem
1411,175,HB,impcol_e,,225,225,1303,chemical process simulation problem
1412,323,Bai,pde225,,225,225,1065,2D/3D problem
1413,711,LPnetlib,lpi_cplex2,,224,378,1215,linear programming problem
1414,620,LPnetlib,lp_e226,,223,472,2768,linear programming problem
1415,607,LPnetlib,lp_brandy,,220,303,2202,linear programming problem
1416,163,HB,gre_216a,,216,216,812,directed weighted graph
1417,164,HB,gre_216b,,216,216,812,directed weighted graph
1418,406,FIDAP,ex1,,216,216,4317,computational fluid dynamics problem
1419,171,HB,impcol_a,,207,207,572,chemical process simulation problem
1420,275,HB,wm1,,207,277,2909,economic problem
1421,276,HB,wm2,,207,260,2942,economic problem
1422,277,HB,wm3,,207,260,2948,economic problem
1423,665,LPnetlib,lp_sc205,,205,317,665,linear programming problem
1424,298,Bai,bwm200,,200,200,796,chemical process simulation problem
1425,1630,Bai,rdb200,,200,200,1120,computational fluid dynamics problem
1426,1631,Bai,rdb200l,,200,200,1120,computational fluid dynamics problem
1427,700,LPnetlib,lp_vtp_base,,198,346,1051,linear programming problem
1428,162,HB,gre_185,,185,185,975,directed weighted graph
1429,141,HB,fs_183_1,,183,183,998,2D/3D problem sequence
1430,142,HB,fs_183_3,,183,183,1069,subsequent 2D/3D problem
1431,143,HB,fs_183_4,,183,183,1069,subsequent 2D/3D problem
1432,144,HB,fs_183_6,,183,183,1000,subsequent 2D/3D problem
1433,212,HB,mcca,,180,180,2659,2D/3D problem
1434,1198,Rajat,rajat14,,180,180,1475,circuit simulation problem
1435,635,LPnetlib,lp_israel,,174,316,2443,linear programming problem
1436,602,LPnetlib,lp_beaconfd,,173,295,3408,linear programming problem
1437,265,HB,west0167,,167,167,506,chemical process simulation problem
1438,313,Bai,lop163,,163,163,935,statistical/mathematical problem
1439,264,HB,west0156,,156,156,362,chemical process simulation problem
1440,27,HB,bcsstk05,,153,153,2423,structural problem
1441,60,HB,bcsstm05,,153,153,153,structural problem
1442,641,LPnetlib,lp_lotfi,,153,366,1136,linear programming problem
1443,206,HB,lund_a,,147,147,2449,structural problem
1444,207,HB,lund_b,,147,147,2441,structural problem
1445,676,LPnetlib,lp_scsd6,,147,1350,4316,linear programming problem
1446,634,LPnetlib,lp_grow7,,140,301,2612,linear programming problem
1447,44,HB,bcsstk22,,138,138,696,structural problem
1448,72,HB,bcsstm22,,138,138,138,structural problem
1449,173,HB,impcol_c,,137,137,400,chemical process simulation problem
1450,334,Bai,rw136,,136,136,479,statistical/mathematical problem
1451,1195,Rajat,rajat11,,135,135,665,circuit simulation problem
1452,26,HB,bcsstk04,,132,132,3648,structural problem
1453,59,HB,bcsstm04,,132,132,66,structural problem
1454,263,HB,west0132,,132,132,413,chemical process simulation problem
1455,188,HB,lns_131,,131,131,536,computational fluid dynamics problem
1456,192,HB,lnsp_131,,131,131,536,computational fluid dynamics problem
1457,6,HB,arc130,,130,130,1037,materials problem
1458,669,LPnetlib,lp_scagr7,,129,185,465,linear programming problem
1459,1325,Morandini,robot,,120,120,870,robotics problem
1460,681,LPnetlib,lp_share1b,,117,253,1179,linear programming problem
1461,695,LPnetlib,lp_stocfor1,,117,165,501,linear programming problem
1462,1782,Meszaros,zed,,116,142,666,linear programming problem
1463,161,HB,gre_115,,115,115,421,directed weighted graph
1464,1675,Meszaros,gams10am,,114,171,407,linear programming problem
1465,1711,Meszaros,gams10a,,114,171,407,linear programming problem
1466,25,HB,bcsstk03,,112,112,640,structural problem
1467,58,HB,bcsstm03,,112,112,72,structural problem
1468,664,LPnetlib,lp_sc105,,105,163,340,linear programming problem
1469,306,Bai,ck104,,104,104,992,2D/3D problem
1470,861,MathWorks,pivtol,,102,102,306,statistical/mathematical problem
1471,220,HB,nos4,,100,100,594,structural problem
1472,318,Bai,olm100,,100,100,396,computational fluid dynamics problem
1473,337,Bai,tub100,,100,100,396,computational fluid dynamics problem
1474,1326,Morandini,rotor1,,100,100,708,structural problem
1475,682,LPnetlib,lp_share2b,,96,162,777,linear programming problem
1476,907,vanHeukelum,cage6,,93,93,785,directed weighted graph
1477,663,LPnetlib,lp_recipe,,91,204,687,linear programming problem
1478,1641,Bai,tols90,,90,90,1746,computational fluid dynamics problem
1479,462,Grund,d_dyn,,87,87,230,chemical process simulation problem
1480,463,Grund,d_dyn1,,87,87,232,chemical process simulation problem
1481,253,HB,steam3,,80,80,314,computational fluid dynamics problem
1482,675,LPnetlib,lp_scsd1,,77,760,2388,linear programming problem
1483,603,LPnetlib,lp_blend,,74,114,522,linear programming problem
1484,262,HB,west0067,,67,67,294,chemical process simulation problem
1485,24,HB,bcsstk02,,66,66,4356,structural problem
1486,57,HB,bcsstm02,,66,66,66,structural problem
1487,714,LPnetlib,lpi_forest6,,66,131,246,linear programming problem
1488,2338,Rommes,ww_36_pmec_36,,66,66,1194,eigenvalue/model reduction problem
1489,293,Bai,bfwa62,,62,62,450,electromagnetics problem
1490,296,Bai,bfwb62,,62,62,342,electromagnetics problem
1491,172,HB,impcol_b,,59,59,271,chemical process simulation problem
1492,596,LPnetlib,lp_adlittle,,56,138,424,linear programming problem
1493,464,Grund,d_ss,,53,53,144,chemical process simulation problem
1494,666,LPnetlib,lp_sc50a,,50,78,160,linear programming problem
1495,667,LPnetlib,lp_sc50b,,50,78,148,linear programming problem
1496,23,HB,bcsstk01,,48,48,400,structural problem
1497,872,Pothen,mesh1e1,,48,48,306,structural problem
1498,873,Pothen,mesh1em1,,48,48,306,structural problem
1499,874,Pothen,mesh1em6,,48,48,306,structural problem
1500,1493,Pajek,GD97_b,,47,47,264,undirected weighted graph
1501,636,LPnetlib,lp_kb2,,43,68,313,linear programming problem
1502,906,vanHeukelum,cage5,,37,37,233,directed weighted graph
1503,1199,Hamrle,Hamrle1,,32,32,98,circuit simulation problem
1504,1884,NYPA,Maragal_1,,32,14,234,least squares problem
1505,232,HB,pores_1,,30,30,180,computational fluid dynamics problem
1506,1759,Meszaros,refine,,29,62,153,linear programming problem
1507,436,FIDAP,ex5,,27,27,279,computational fluid dynamics problem
1508,597,LPnetlib,lp_afiro,,27,51,102,linear programming problem
1509,626,LPnetlib,lp_fit2d,,25,10524,129042,linear programming problem
1510,624,LPnetlib,lp_fit1d,,24,1049,13427,linear programming problem
1511,1438,Oberwolfach,LF10,,18,18,82,model reduction problem
1512,1440,Oberwolfach,LFAT5,,14,14,46,model reduction problem
1513,720,LPnetlib,lpi_itest6,,11,17,29,linear programming problem
1514,719,LPnetlib,lpi_itest2,,9,13,26,linear programming problem
1515,905,vanHeukelum,cage4,,9,9,49,directed weighted graph
1516,449,Grund,b1_ss,,7,7,15,chemical process simulation problem
1517,904,vanHeukelum,cage3,,5,5,19,directed weighted graph
